Line Number	Verse Reference	Word	Full Line
23277	ΗΣΑΙΑΣ 34:7	συνπεσοῦνται	\vs{7}Καὶ συνπεσοῦνται οἱ ἁδροὶ μετʼ αὐτῶν, καὶ οἱ κριοὶ καὶ οἱ ταῦροι, καὶ μεθυσθήσεται ἡ γῆ ἀπὸ τοῦ αἵματος, καὶ ἀπὸ τοῦ στέατος αὐτῶν ἐμπλησθήσεται.
23414	ΗΣΑΙΑΣ 39:6	καταλείπωσιν	\vs{6}Ἰδοὺ ἡμέραι ἔρχονται, καὶ λήψονται πάντα τὰ ἐν τῷ οἴκῳ σου, καὶ ὅσα συνήγαγον οἱ πατέρες σου ἕως τῆς ἡμέρας ταύτης, εἰς Βαβυλῶνα ἥξει, καὶ οὐδὲν οὐ μὴ καταλείπωσιν· εἶπε δὲ ὁ Θεὸς,
23486	ΗΣΑΙΑΣ 41:23	εὐποιήσατε	\vs{23}εἴπατε ἡμῖν, ἀναγγείλατε ἡμῖν τὰ ἐπερχόμενα ἐπʼ ἐσχάτου, καὶ γνωσόμεθα ὅτι θεοί ἐστε· εὐποιήσατε καὶ κακώσατε, καὶ θαυμασόμεθα, καὶ ὀψόμεθα ἅμα
23562	ΗΣΑΙΑΣ 43:28	ἀπωλέσαι	\vs{28}Καὶ ἐμίαναν οἱ ἄρχοντες τὰ ἅγιά μου· καὶ ἔδωκα ἀπωλέσαι Ἰακὼβ, καὶ Ἰσραὴλ εἰς ὀνειδισμόν.
23655	ΗΣΑΙΑΣ 47:2	ἀνάσυρε	\vs{2}Λάβε μύλον, ἄλεσον ἄλευρον, ἀποκὸλυψαι τὸ κατακάλυμμά σου, ἀνακάλυψαι τὰς πολιὰς, ἀνάσυρε τὰς κνήμας, διάβηθι ποταμούς.
23664	ΗΣΑΙΑΣ 47:8	ὀρφανίαν	\vs{8}Νῦν δὲ ἄκουε ταῦτα τρυφερὰ, ἡ καθημένη, ἡ πεποιθυῖα, ἡ λέγουσα ἐν καρδίᾳ αὐτῆς, ἐγώ εἰμι, καὶ οὐκ ἔστιν ἑτέρα, οὐ καθιῶ χήρα, οὐδὲ γνώσομαι ὀρφανίαν.
23972	ΗΣΑΙΑΣ 60:15	ἐνκαταλελειμμένην	\vs{15}Διὰ τὸ γεγενῆσθαί σε ἐνκαταλελειμμένην καὶ μεμισημένην, καὶ οὐκ ἦν ὁ βοηθῶν· καὶ θήσω σε ἀγαλλίαμα αἰώνιον, εὐφροσύνην γενεῶν γενεαῖς.
24121	ΗΣΑΙΑΣ 66:20	ἀνενέγκαισαν	\vs{20}καὶ ἄξουσι τοὺς ἀδελφοὺς ὑμῶν ἐκ πάντων τῶν ἐθνῶν δῶρον Κυρίῳ, μεθʼ ἵππων καὶ ἁρματων ἐν λαμπήναις ἡμιόνων μετὰ σκιαδίων εἰς τὴν ἁγίαν πόλιν Ἱερουσαλήμ, εἶπε Κύριος, ὡς ἀνενέγκαισαν οἱ υἱοὶ Ἰσραὴλ τὰς θυσίας αὐτῶν ἐμοὶ μετὰ ψαλμῶν εἰς τὸν οἶκον Κυρίου.
24154	ΙΕΡΕΜΙΑΣ 1:17	εἰπὸ	\vs{17}Καὶ σὺ περίζωσαι τὴν ὀσφύν σου, καὶ ἀνάστηθι, καὶ εἰπὸ πάντα ὅσα ἄν ἐντείλωμαί σοι· μὴ φοβηθῇς ἀπὸ προσώπου αὐτῶν, μηδὲ πτοηθῇς ἐναντίον αὐτῶν, ὅτι μετὰ σοῦ εἰμι, τοῦ ἐξαιρεῖσθαί σε, λέγει Κύριος.
24170	ΙΕΡΕΜΙΑΣ 2:11	ἀλλάξωνται	\vs{11}εἰ ἀλλάξωνται ἔθνη θεοὺς αὐτῶν, καὶ οὗτοι οὐκ εἰσὶ θεοί· ὁ δὲ λαός μου ἠλλάξατο τὴν δόξαν αὐτοῦ, ἐξ ἧς οὐκ ὠφεληθήσονται.
24238	ΙΕΡΕΜΙΑΣ 3:24	κατηνάλωσε	\vs{24}Ἡ δὲ αἰσχύνη κατηνάλωσε τοὺς μόχθους τῶν πατέρων ἡμῶν, ἀπὸ νεότητος ἡμῶν, τὰ πρόβατα αὐτῶν καὶ τοὺς μόσχους αὐτῶν καὶ τοὺς υἱοὺς αὐτῶν καὶ τὰς θυγατέρας αὐτῶν.
24361	ΙΕΡΕΜΙΑΣ 6:26	κατάπασσε	\vs{26}Θύγατερ λαοῦ μου περίζωσαι σάκκον, κατάπασσε ἐν σποδῷ, πένθος ἀγαπητοῦ ποιήσαι σεαυτῇ κοπετὸν οἰκτρὸν, ὅτι ἐξαίφνης ἥξει ταλαιπωρία ἐφʼ ὑμᾶς.
24585	ΙΕΡΕΜΙΑΣ 13:23	εὐποιῆσαι	\vs{23}Εἰ ἀλλάξεται Αἰθίοψ τὸ δέρμα αὐτοῦ, καὶ πάρδαλις τὰ ποικίλματα αὐτῆς, καὶ ὑμεῖς δυνήσεσθε εὐποιῆσαι μεμαθηκότες τὰ κακά.
24643	ΙΕΡΕΜΙΑΣ 15:17	καταμόνας	\vs{17}Οὐκ ἐκάθισα ἐν συνεδρίῳ αὐτῶν παιζόντων, ἀλλὰ εὐλαβούμην ἀπὸ προσώπου χειρός σου· καταμόνας ἐκαθήμην, ὅτι πικρίας ἐνεπλήσθην.
24746	ΙΕΡΕΜΙΑΣ 19:2	Χαρσείθ	\vs{2}καὶ ἐξελεύσῃ εἰς τὸ πολυάνδριον υἱῶν τῶν τέκνων αὐτῶν, ὅ ἐστιν ἐπὶ τῶν προθύρων πύλης τῆς Χαρσείθ· καὶ ἀνάγνωθι ἐκεῖ πάντας τοὺς λόγους τούτους, οὓς ἂν λαλήσω πρὸς σὲ,
24753	ΙΕΡΕΜΙΑΣ 19:6	Ἐννὼμ	\vs{6}Διατοῦτο ἰδοὺ ἡμέραι ἔρχονται, λέγει Κύριος, καὶ οὐ κληθήσεται τῷ τόπῳ τούτῳ ἔτι Διάπτωσις καὶ Πολυάνδριον υἱοῦ Ἐννὼμ, ἀλλʼ ἢ Πολυάνδριον τῆς σφαγῆς.
24807	ΙΕΡΕΜΙΑΣ 21:13	πεδεινὴν	\vs{13}Ἰδοὺ ἐγὼ πρὸς σὲ τὸν κατοικοῦντα τὴν κοιλάδα σὸρ, τὴν πεδεινὴν, τοὺς λέγοντας, τίς πτοήσει ἡμᾶς; ἢ τίς εἰσελεύσεται πρὸς τὸ κατοικητήριον ἡμῶν;
24830	ΙΕΡΕΜΙΑΣ 22:15	βασιλεύσῃς	\vs{15}Μὴ βασιλεύσῃς, ὅτι σὺ παροξυνῇ ἐν Ἄχαζ τῷ πατρί σου; οὐ φάγονται, καὶ οὐ πίονται· βέλτιόν σε ποιεῖν κρίμα καὶ δικαιοσύνην.
24872	ΙΕΡΕΜΙΑΣ 23:18	ἠνωτίσατο	\vs{18}Ὅτι τίς ἔστη ἐν ὑποστήματι Κυρίου, καὶ εἶδε τὸν λόγον αὐτοῦ; τίς ἠνωτίσατο, καὶ ἤκουσεν;
24892	ΙΕΡΕΜΙΑΣ 23:33	ἐρωτήσωσιν	\vs{33}Καὶ ἐὰν ἐρωτήσωσιν ὁ λαὸς οὗτος, ἢ ἱερεὺς, ἢ προφήτης, τί τὸ λῆμμα Κυρίου; καὶ ἐρεῖς αὐτοῖς, ὑμεῖς ἐστε τὸ λῆμμα, καὶ ῥάξω ὑμᾶς, λέγει Κύριος.
24906	ΙΕΡΕΜΙΑΣ 24:2	πρώϊμα	\vs{2}Ὁ κάλαθος ὁ εἷς σύκων χρηστῶν σφόδρα, ὡς τὰ σύκα τὰ πρώϊμα· καὶ ὁ κάλαθος ὁ ἕτερος σύκων πονηρῶν σφόδρα, ἃ οὐ βρωθήσεται ἀπὸ πονηρίας αὐτῶν.
24917	ΙΕΡΕΜΙΑΣ 24:10	ἐκλείπωσιν	\vs{10}Καὶ ἀποστελῶ εἰς αὐτοὺς τὸν λιμὸν, καὶ τὸν θάνατον, καὶ τὴν μάχαιραν, ἕως ἂν ἐκλείπωσιν ἀπὸ τῆς γῆς ἧς ἔδωκα αὐτοῖς.
25025	ΙΕΡΕΜΙΑΣ 27:29	παρεμβάλλετε	\vs{29}Παραγγείλατε ἐπὶ Βαβυλῶνα πολλοῖς, παντὶ ἐντείνοντι τόξον, παρεμβάλλετε ἐπʼ αὐτὴν κυκλόθεν· μὴ ἔστω αὐτῆς ἀνασωζόμενος· ἀνταπόδοτε αὐτῇ κατὰ τὰ ἔργα αὐτῆς, κατὰ πάντα ὅσα ἐποίησε, ποιήσατε αὐτῇ, ὅτι πρὸς Κύριον ἀντέστη Θεὸν ἅγιον τοῦ Ἰσραήλ.
25209	ΙΕΡΕΜΙΑΣ 31:21	Χελὼν	\vs{21}καὶ κρίσις ἔρχεται εἰς τὴν γῆν Μεισὼρ ἐπὶ Χελὼν, καὶ Ῥεφὰς, καὶ Μωφὰς,
25225	ΙΕΡΕΜΙΑΣ 31:34	σαλασία	\vs{34}αἱ δὲ ἀπὸ κραυγῆς Ἐσεβὼν ἕως Αἰτὰμ αἱ πόλεις αὐτῶν ἔδωκαν φωνὴν αὐτῶν, ἀπὸ Ζογὸρ ἕως Ὠρωναὶμ, καὶ ἀγγελίαν σαλασία, ὅτι καὶ τὸ ὕδωρ Νεβρεὶν εἰς κατάκαυμα ἔσται.
25369	ΙΕΡΕΜΙΑΣ 36:24	Αἰλαμίτην	\vs{24}Καὶ πρὸς Σαμαίαν τὸν Αἰλαμίτην ἐρεῖς,
25377	ΙΕΡΕΜΙΑΣ 36:31	Αἰλαμίτην	\vs{31}ἀπόστειλον πρὸς τὴν ἀποικίαν, λέγων, οὕτως εἶπε Κύριος ἐπὶ Σαμαίαν τὸν Αἰλαμίτην, ἐπειδὴ ἐπροφήτευσεν ὑμῖν Σαμαίας, καὶ ἐγὼ οὐκ ἀπέστειλα αὐτὸν, καὶ πεποιθέναι ἐποίησεν ὑμᾶς ἐπʼ ἀδίκοις,
25418	ΙΕΡΕΜΙΑΣ 38:8	τεκνοποιήσει	\vs{8}Ἰδοὺ ἐγὼ ἄγω αὐτοὺς ἀπὸ Βοῤῥᾶ, καὶ συνάξω αὐτοὺς ἀπʼ ἐσχάτου τῆς γῆς ἐν ἑορτῇ φασέκ· καὶ τεκνοποιήσει ὄχλον πολὺν, καὶ ἀποστρέψουσιν ὧδε.
25429	ΙΕΡΕΜΙΑΣ 38:16	διαλειπέτω	\vs{16}Οὕτως εἶπε Κύριος, διαλειπέτω ἡ φωνή σου ἀπὸ κλαυθμοῦ, καὶ οἱ ὀφθαλμοί σου ἀπὸ δακρύων σου, ὅτι ἔστι μισθὸς τοῖς σοῖς ἔργοις, καὶ ἐπιστρέψουσιν ἐκ γῆς ἐχθρῶν,
25602	ΙΕΡΕΜΙΑΣ 43:9	ἐννάτῳ	\vs{9}Καὶ ἐγενήθη ἐν τῷ ἔτει τῷ ὀγδόῳ τῷ βασιλεῖ Ἰωακεὶμ ἐν τῷ μηνὶ τῷ ἐννάτῳ, ἐξεκκλησίασαν νηστείαν κατὰ πρόσωπον Κυρίου πᾶς ὁ λαὸς ἐν Ἱερουσαλὴμ, καὶ οἴκος Ἰούδα.
25664	ΙΕΡΕΜΙΑΣ 45:2	εὕρημα	\vs{2}Οὕτως εἶπε Κύριος, ὁ κατοικῶν ἐν τῇ πόλει ταύτῃ, ἀποθανεῖται ἐν ῥομφαίᾳ, καὶ ἐν λιμῷ· καὶ ὁ ἐκπορευόμενος πρὸς τοὺς Χαλδαίους, ζήσεται, καὶ ἔσται ἡ ψυχὴ αὐτοῦ εἰς εὕρημα, καὶ ζήσεται.
25701	ΙΕΡΕΜΙΑΣ 46:1	ἐννάτῳ	Καὶ ἐγένετο τῷ μηνὶ τῷ ἐννάτῳ τοῦ Σεδεκία βασιλέως Ἰούδα, παρεγένετο Ναβουχοδονόσορ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλὴμ, καὶ ἐπολιόρκουν αὐτήν.
25702	ΙΕΡΕΜΙΑΣ 46:2	ἐννάτῃ	\vs{2}Καὶ ἐν τῷ ἑνδεκάτῳ ἔτει τοῦ Σεδεκία, ἐν τῷ μηνὶ τῷ τετάρτῳ, ἐννάτῃ τοῦ μηνὸς, ἐῤῥάγη ἡ πόλις,
25709	ΙΕΡΕΜΙΑΣ 46:18	εὕρημα	\vs{18}ὅτι σώζων σώσω σε, καὶ ἐν ῥομφαίᾳ οὐ μὴ πέσῃς· καὶ ἔσται ἡ ψυχή σου εἰς εὕρημα, ὅτι ἐπεποίθεις ἐπʼ ἐμοὶ, φησὶ Κύριος.
25730	ΙΕΡΕΜΙΑΣ 47:14	Βελεισσὰ	\vs{14}καὶ εἶπον αὐτῷ, εἰ γνώσει γινώσκεις, ὅτι Βελεισσὰ βασιλεὺς υἱὸς Ἀμμὼν ἀπέστειλε πρὸς σὲ τὸν Ἰσμαὴλ πατάξαι σου ψυχήν; καὶ οὐκ ἐπίστευσεν αὐτοῖς Γοδολίας.
25804	ΙΕΡΕΜΙΑΣ 50:13	Ἡλιουπόλεως	\vs{13}καὶ συντρίψει τοὺς στύλους Ἡλιουπόλεως τοὺς ἐν Ὢν, καὶ τὰς οἰκίας αὐτῶν κατακαύσει ἐν πυρί.
25841	ΙΕΡΕΜΙΑΣ 51:27	ἐκλείπωσι	\vs{27}Ὅτι ἐγὼ ἐγρήγορα ἐπʼ αὐτοὺς, τοῦ κακῶσαι αὐτοὺς, καὶ οὐκ ἀγαθῶσαι· καὶ ἐκλείψουσι πᾶς Ἰούδα, οἱ κατοικοῦντες ἐν γῇ Αἰγύπτῳ, ἐν ῥομφαίᾳ καὶ ἐν λιμῷ, ἕως ἂν ἐκλείπωσι.
25852	ΙΕΡΕΜΙΑΣ 51:35	εὕρημα	\vs{35}Καὶ σὺ ζητήσεις σεαυτῷ μεγάλα; μὴ ζητήσῃς, ὅτι ἰδοὺ ἐγὼ ἐπάγω κακὰ ἐπὶ πᾶσαν σάρκα, λέγει Κύριος· καὶ δώσω τὴν ψυχήν σου εἰς εὕρημα ἐν παντὶ τόπῳ οὗ ἐὰν βαδίσῃς ἐκεῖ.
25857	ΙΕΡΕΜΙΑΣ 52:4	ἐννάτῳ	\vs{4}Καὶ ἐγένετο τῷ ἔτει τῷ ἐννάτῳ τῆς βασιλείας αὐτοῦ, ἐν μηνὶ τῷ ἐννάτῳ, δεκάτῃ τοῦ μηνὸς, ἦλθε Ναβουχοδονόσορ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλὴμ, καὶ περιεχαράκωσαν αὐτὴν, καὶ περιῳκοδόμησαν αὐτὴν τετραπέδοις λίθοις κύκλῳ.
25857	ΙΕΡΕΜΙΑΣ 52:4	ἐννάτῳ	\vs{4}Καὶ ἐγένετο τῷ ἔτει τῷ ἐννάτῳ τῆς βασιλείας αὐτοῦ, ἐν μηνὶ τῷ ἐννάτῳ, δεκάτῃ τοῦ μηνὸς, ἦλθε Ναβουχοδονόσορ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλὴμ, καὶ περιεχαράκωσαν αὐτὴν, καὶ περιῳκοδόμησαν αὐτὴν τετραπέδοις λίθοις κύκλῳ.
25860	ΙΕΡΕΜΙΑΣ 52:6	ἐννάτῃ	\vs{6}ἐν τῇ ἐννάτῃ τοῦ μηνὸς, καὶ ἐστερεώθη ὁ λιμὸς ἐν τῇ πόλει, καὶ οὐκ ἦσαν ἄρτοι τῷ λαῷ τῆς γῆς.
25922	ΘΡΗΝΟΙ ΙΕΡΕΜΙΟΥ 1:13	ὠδυνωμένην	\vs{13}ΜΗΜ. Ἐξ ὕψους αὐτοῦ ἀπέστειλε πῦρ, ἐν τοῖς ὀστέοις μου κατήγαγεν αὐτό· διεπέτασε δίκτυον τοῖς ποσί μου, ἀπέστρεψέ με εἰς τὰ ὀπίσω· ἔδωκέ με ἠφανισμένην, ὅλην τὴν ἡμέραν ὠδυνωμένην.
26211	ΙΕΖΕΚΙΗΛ 3:8	νίκους	\vs{8}Καὶ ἰδοὺ δέδωκα τὸ πρόσωπόν σου δυνατὸν κατέναντι τῶν προσώπων αὐτῶν, καὶ τὸ νῖκός σου κατισχύσω κατέναντι τοῦ νίκους αὐτῶν·
26375	ΙΕΖΕΚΙΗΛ 9:4	κατοδυνωμένων	\vs{4}Καὶ ἐκάλεσε τὸν ἄνδρα τὸν ἐνδεδυκότα τὸν ποδήρη, ὃς εἶχεν ἐπὶ τῆς ὀσφύος αὐτοῦ τὴν ζώνην, καὶ εἶπε πρὸς αὐτὸν, δίελθε μέσην Ἱερουσαλὴμ, καὶ δὸς σημεῖον ἐπὶ τὰ μέτωπα τῶν ἀνδρῶν τῶν καταστεναζόντων καὶ τῶν κατοδυνωμένων ἐπὶ πάσαις ταῖς ἀνομίαις ταῖς γινομέναις ἐν μέσῳ αὐτῶν.
26665	ΙΕΖΕΚΙΗΛ 17:7	βόλῳ	\vs{7}Καὶ ἐγένετο ἀετὸς ἕτερος μέγας, μεγαλοπτέρυγος πολὺς ὄνυξι· καὶ ἰδοὺ ἡ ἄμπελος αὕτη περιπεπλεγμένη πρὸς αὐτὸν, καὶ ῥίζαι αὐτῆς πρὸς αὐτὸν, καὶ τὰ κλήματα αὐτῆς ἐξαπέστειλεν αὐτῷ, τοῦ ποτίσαι αὐτὴν σὺν τῷ βόλῳ τῆς φυτείας αὐτῆς.
26669	ΙΕΖΕΚΙΗΛ 17:10	βόλῳ	\vs{10}Καὶ ἰδοὺ πιαίνεται· μὴ κατευθυνεῖ; οὐχὶ ἅμα τῷ ἅψεσθαι αὐτῆς ἄνεμον τὸν καύσωνα ξηρανθήσεται; σὺν τῷ βόλῳ ἀνατολῆς αὐτῆς ξηρανθήσεται.
26672	ΙΕΖΕΚΙΗΛ 17:12	ἄξῃ	\vs{12}υἱὲ ἀνθρώπου, εἰπὸν δὴ πρὸς τὸν οἶκον τὸν παραπικραίνοντα, οὐκ ἐπίστασθε τί ἦν ταῦτα; εἰπὸν, ὅταν ἔλθῃ βασιλεὺς Βαβυλῶνος ἐπὶ Ἱερουσαλὴμ, καὶ λήψεται τὸν βασιλέα αὐτῆς καὶ τοὺς ἄρχοντας αὐτῆς, καὶ ἄξῃ αὐτοὺς πρὸς ἑαυτὸν εἰς Βαβυλῶνα.
26816	ΙΕΖΕΚΙΗΛ 21:2	Δαρὸμ	\vs{2}υἱὲ ἀνθρώπου, στήρισον τὸ πρόσωπόν σου ἐπὶ θαιμὰν, καὶ ἐπίβλεψον ἐπὶ Δαρὸμ, καὶ προφήτευσον ἐπὶ δρυμὸν ἡγούμενον Ναγὲβ,
26968	ΙΕΖΕΚΙΗΛ 24:1	ἐννάτῳ	Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ, ἐν τῷ ἔτει τῷ ἐννάτῳ, ἐν τῷ μηνὶ τῷ δεκάτῳ, δεκάτῃ τοῦ μηνὸς, λέγων,
27081	ΙΕΖΕΚΙΗΛ 27:16	Ῥαμὸθ	\vs{16}ἀνθρώπους ἐμπορίαν σου ἀπὸ πλήθους τοῦ συμμίκτου σου, στακτὴν καὶ ποικίλματα ἐκ Θαρσὶς, καὶ Ῥαμὸθ, καὶ Χορχὸρ ἔδωκαν τὴν ἀγοράν σου.
27101	ΙΕΖΕΚΙΗΛ 27:33	ἐπλούτησας	\vs{33}Πόσον τινὰ εὗρες μισθὸν ἀπὸ τῆς θαλάσσης; Ἐνέπλησας ἔθνη ἀπὸ τοῦ πλήθους σου, καὶ ἀπὸ τοῦ συμμίκτου σου ἐπλούτησας πάντας βασιλεῖς τῆς γῆς.
27195	ΙΕΖΕΚΙΗΛ 30:17	Ἡλιουπόλεως	\vs{17}Νεανίσκοι Ἡλιουπόλεως καὶ Βουβάστου ἐν μαχαίρᾳ πεσοῦνται, καὶ αἱ γυναῖκες ἐν αἰχμαλωσίᾳ πορεύσονται,
27385	ΙΕΖΕΚΙΗΛ 35:13	ἐμεγαλοῤῥημόνησας	\vs{13}καὶ ἐμεγαλοῤῥημόνησας ἐπʼ ἐμὲ τῷ στόματί σου, ἐγὼ ἤκουσα.
27415	ΙΕΖΕΚΙΗΛ 36:21	ἐπεισάμην	\vs{21}Καὶ ἐπεισάμην αὐτῶν διὰ τὸ ὄνομά μου τὸ ἅγιον, ὃ ἐβεβήλωσαν οἶκος Ἰσραὴλ ἐν τοῖς ἔθνεσιν, οὗ εἰσήλθοσαν ἐκεῖ.
27462	ΙΕΖΕΚΙΗΛ 37:17	προσαλλήλας	\vs{17}Καὶ συνάψεις αὐτὰς προσαλλήλας σεαυτῷ, εἰς ῥάβδον μίαν τοῦ δῆσαι ἑαυτὰς, καὶ ἔσονται ἐν τῇ χειρί σου.
27808	ΙΕΖΕΚΙΗΛ 46:12	ἀνοίξεῃ	\vs{12}Ἐὰν δὲ ποιήσῃ ὁ ἀφηγούμενος ὁμολογίαν ὁλοκαύτωμα σωτηρίου τῷ Κυρίῳ, καὶ ἀνοίξεῃ ἑαυτῷ τὴν πύλην τὴν βλέπουσαν κατὰ ἀνατολάς, καὶ ποιήσῃ τὸ ὁλοκαύτωμα αὐτοῦ, καὶ τὰ τοῦ σωτηρίου αὐτοῦ, ὃν τρόπον ποιεῖ ἐν τῇ ἡμέρᾳ τῶν σαββάτων· καὶ ἐξελεύσεται, καὶ κλείσει τὰς θύρας μετὰ τὸ ἐξελθεῖν αὐτόν·
27838	ΙΕΖΕΚΙΗΛ 47:10	Ἐναγαλλείμ	\vs{10}Καὶ στήσονται ἐκεῖ ἁλιεῖς ἀπὸ Ἰνγαδεὶν ἕως Ἐναγαλλείμ· ψυγμὸς σαγηνῶν ἔσται, καθʼ ἑαυτὴν ἔσται· καὶ οἱ ἰχθύες αὐτῆς, ὡς οἱ ἰχθύες τῆς θαλάσσης τῆς μεγάλης, πλῆθος πολὺ σφόδρα.
27848	ΙΕΖΕΚΙΗΛ 47:18	Λωρανίτιδος	\vs{18}Καὶ τὰ πρὸς ἀνατολὰς ἀναμέσον τῆς Λωρανίτιδος, καὶ ἀναμέσον Δαμασκοῦ, καὶ ἀναμέσον τῆς Γαλααδίτιδος, καὶ ἀναμέσον τῆς γῆς τοῦ Ἰσραὴλ, ὁ Ἰορδάνης διορίζει ἐπὶ τὴν θάλασσαν, τὴν πρὸς ἀνατολὰς φοινικῶνος· ταῦτα τὰ πρὸς ἀνατολάς.
27892	ΙΕΖΕΚΙΗΛ 48:29	οἱδιαμερισμοὶ	\vs{29}Αὕτη ἡ γῆ, ἣν βαλεῖτε ἐν κλήρῳ ταῖς φυλαῖς τοῦ Ἰσραήλ· καὶ οὗτοι οἱδιαμερισμοὶ αὐτῶν, λέγει Κύριος Θεός.
27920	ΔΑΝΙΗΛ 1:12	φαγώμεθα	\vs{12}πείρασον δὴ τοὺς παῖδάς σου ἡμέρας δέκα, καὶ δότωσαν ἡμῖν ἀπὸ τῶν σπερμάτων, καὶ φαγώμεθα, καὶ ὕδωρ πιώμεθα,
27920	ΔΑΝΙΗΛ 1:12	πιώμεθα	\vs{12}πείρασον δὴ τοὺς παῖδάς σου ἡμέρας δέκα, καὶ δότωσαν ἡμῖν ἀπὸ τῶν σπερμάτων, καὶ φαγώμεθα, καὶ ὕδωρ πιώμεθα,
28043	ΔΑΝΙΗΛ 3:37	ταπεενοὶ	\vs{37}Ὅτι, δέσποτα, ἐσμικρύνθημεν παρὰ πάντα τὰ ἔθνη, καί ἐσμὲν ταπεενοὶ ἐν πάσῃ τῇ γῇ σήμερον, διὰ τὰς ἁμαρτίας ἡμῶν.
28571	ΩΣΗΕ 6:3	διώξωμεν	\vs{3}καὶ ζησόμεθα ἐνώπιον αὐτοῦ, καὶ γνωσόμεθα· διώξωμεν τοῦ γνῶναι τὸν Κύριον· ὡς ὄρθρον ἕτοιμον εὑρήσομεν αὐτὸν, καὶ ἥξει ὡς ὑετὸς ἡμῖν πρώϊμος καὶ ὄψιμος γῇ.
28571	ΩΣΗΕ 6:3	πρώϊμος	\vs{3}καὶ ζησόμεθα ἐνώπιον αὐτοῦ, καὶ γνωσόμεθα· διώξωμεν τοῦ γνῶναι τὸν Κύριον· ὡς ὄρθρον ἕτοιμον εὑρήσομεν αὐτὸν, καὶ ἥξει ὡς ὑετὸς ἡμῖν πρώϊμος καὶ ὄψιμος γῇ.
28675	ΩΣΗΕ 11:8	Σεβοείμ	\vs{8}Τί σε διαθῶμαι Ἐφραίμ; ὑπερασπιῶ σου Ἰσραήλ; τί σε διαθῶ; ὡς Ἀδάμα θήσομαί σε, καὶ ὡς Σεβοείμ· μετεστράφη ἡ καρδία μου ἐν τῷ αὐτῷ, συνεταράχθη ἡ μεταμέλειά μου·
28920	ΑΜΩΣ 4:9	συκεῶνας	\vs{9}Ἐπάταξα ὑμᾶς ἐν πυρώσει, καὶ ἐν ἰκτέρῳ· ἐπληθύνατε κήπους ὑμῶν, ἀμπελῶνας ὑμῶν, καὶ συκεῶνας ὑμῶν· καὶ ἐλαιῶνας ὑμῶν κατέφαγεν ἡ κάμπη· καὶ οὐδʼ ὡς ἐπεστρέψατε πρὸς μὲ, λέγει Κύριος.
29055	ΟΒΔΕΙΟΥ 1:1	Ὀβδίου	\lettrine[lines=2, loversize=0.2, nindent=0em, findent=.25em]{\textcolor{bookheadingcolor}{Ὅ}}{ΡΑΣΙΣ} Ὀβδίου. Τάδε λέγει Κύριος ὁ Θεὸς τῇ Ἰδουμαίᾳ, ἀκοὴν ἤκουσα παρὰ Κυρίου, καὶ περιοχὴν εἰς τὰ ἔθνη ἐξαπέστειλεν· ἀνάστητε, καὶ ἐξαναστῶμεν ἐπʼ αὐτὴν εἰς πόλεμον.
29109	ΙΩΝΑΣ 1:16	ηὔξαντο	\vs{16}Καὶ ἐφοβήθησαν οἱ ἄνδρες φόβῳ μεγάλῳ τὸν Κύριον, καὶ ἔθυσαν θυσίαν τῷ Κυρίῳ, καὶ ηὔξαντο τὰς εὐχάς.
29524	ΣΟΦΟΝΙΑΣ 3:6	τοπαράπαν	\vs{6}Ἐν διαφθορᾷ κατέσπασα ὑπερηφάνους, ἠφανίσθησαν γωνίαι αὐτῶν· ἐξερημώσω τὰς ὁδοὺς αὐτῶν τοπαράπαν, τοῦ μὴ διοδεύειν· ἐξέλιπον αἱ πόλεις αὐτῶν, παρὰ τὸ μηδένα ὑπάρχειν, μηδὲ κατοικεῖν.
29584	ΑΓΓΑΙΟΣ 2:10	ἐννάτου	\vs{10}Τετράδι καὶ εἰκάδι τοῦ ἐννάτου μηνὸς, ἔτους δευτέρου, ἐπὶ Δαρείου, ἐγένετο λόγος Κυρίου πρὸς Ἀγγαῖον τὸν προφήτην, λέγων,
29593	ΑΓΓΑΙΟΣ 2:18	ἐννάτου	\vs{18}Ὑποτάξατε δὴ τὰς καρδίας ὑμῶν ἀπὸ τῆς ἡμέρας ταύτης, καὶ ἐπέκεινα, ἀπὸ τῆς τετράδος καὶ εἰκάδος τοῦ ἐννάτου μηνὸς, καὶ ἀπὸ τῆς ἡμέρας ἧς τεθεμελίωται ὁ ναὸς Κυρίου· θέσθε ἐν ταῖς καρδίαις ὑμῶν,
29735	ΖΑΧΑΡΙΑΣ 7:1	ἐννάτου	Καὶ ἐγένετο ἐν τῷ τετάρτῳ ἔτει ἐπὶ Δαρείου τοῦ βασιλέως, ἐγένετο λόγος Κυρίου πρὸς Ζαχαρίαν τετράδι τοῦ μηνὸς τοῦ ἐννάτου, ὅς ἐστι Χασελεύ.
