Line Number	Verse Reference	Word	Full Line
26990	ΙΕΖΕΚΙΗΛ 24:17	ὑοιδήματά	\vs{17}στεναγμὸς αἵματος, ὀσφύος πένθος ἔσῃ· οὐκ ἔσται τὸ τρίχωμά σου συμπεπλεγμένον ἐπὶ σὲ, καὶ τὰ ὑοιδήματά σου ἐν τοῖς ποσί σου· οὐ μὴ παρακληθῇς ἐν χείλεσιν αὐτῶν, καὶ ἄρτον ἀνδρῶν οὐ μὴ φάγῃς.
26992	ΙΕΖΕΚΙΗΛ 24:18	τοπρωῒ	\vs{18}Καὶ ἐλάλησα πρὸς τὸν λαὸν τοπρωῒ, ὃν τρόπον ἐνετείλατὸ μοι ἑσπέρας, καὶ ἐποίησα τοπρωῒ, ὃν τρόπον ἐπετάγη μοι.
26992	ΙΕΖΕΚΙΗΛ 24:18	τοπρωῒ	\vs{18}Καὶ ἐλάλησα πρὸς τὸν λαὸν τοπρωῒ, ὃν τρόπον ἐνετείλατὸ μοι ἑσπέρας, καὶ ἐποίησα τοπρωῒ, ὃν τρόπον ἐπετάγη μοι.
27012	ΙΕΖΕΚΙΗΛ 25:4	διατοῦτο	\vs{4}διατοῦτο ἰδοὺ ἐγὼ παραδίδωμι ὑμᾶς τοῖς υἱοῖς Κεδὲμ εἰς κληρονομίαν, καὶ κατασκηνώσουσιν ἐν τῇ ἀπαρτίᾳ αὐτῶν ἐν σοὶ, καὶ δώσουσιν ἐν σοὶ τὰ σκηνώματα αὐτῶν· αὐτοὶ φάγονται τοὺς καρπούς σου, καὶ αὐτοὶ πίονται τὴν πιότητά σου.
27015	ΙΕΖΕΚΙΗΛ 25:6	ἐψόφησας	\vs{6}Διότι τάδε λέγει Κύριος, ἀνθʼ ὧν ἐκρότησας τὴν χεῖρά σου, καὶ ἐψόφησας τῷ ποδί σου, καὶ ἐπέχαρας ἐκ ψυχῆς σου ἐπὶ τὴν γῆν τοῦ Ἰσραὴλ,
27016	ΙΕΖΕΚΙΗΛ 25:7	διατοῦτο	\vs{7}διατοῦτο ἐκτενῶ τὴν χεῖρά μου ἐπὶ σὲ, καὶ δώσω σε εἰς διαρπαγὴν ἐν τοῖς ἔθνεσι, καὶ ἐξολεθρεύσω σε ἐκ τῶν λαῶν, καὶ ἀπολῶ σε ἐκ τῶν χωρῶν ἀπωλείᾳ, καὶ ἐπιγνώσῃ διότι ἐγὼ Κύριος.
27019	ΙΕΖΕΚΙΗΛ 25:9	Διατοῦτο	\vs{9}Διατοῦτο ἰδοὺ ἐγὼ παραλύω τὸν ὦμον Μωάβ ἀπὸ πόλεων ἀκρωτηρίων αὐτοῦ, ἐκλεκτὴν γῆν, οἶκον Βεθασιμούθ ἐπάνω πηγῆς πόλεως παραθαλασσίας,
27019	ΙΕΖΕΚΙΗΛ 25:9	Βεθασιμούθ	\vs{9}Διατοῦτο ἰδοὺ ἐγὼ παραλύω τὸν ὦμον Μωάβ ἀπὸ πόλεων ἀκρωτηρίων αὐτοῦ, ἐκλεκτὴν γῆν, οἶκον Βεθασιμούθ ἐπάνω πηγῆς πόλεως παραθαλασσίας,
27024	ΙΕΖΕΚΙΗΛ 25:13	διατοῦτο	\vs{13}διατοῦτο τάδε λέγει Κύριος, καὶ ἐκτενῶ τὴν χεῖρά μου ἐπὶ τὴν Ἰδουμαίαν, καὶ ἐξολοθρεύσω ἐξ αὐτῆς ἄνθρωπον καὶ κτῆνος, καὶ θήσομαι αὐτὴν ἔρημον, καὶ ἐκ Θαιμὰν διωκόμενοι ἐν ῥομφαίᾳ πεσοῦνται.
27027	ΙΕΖΕΚΙΗΛ 25:15	Διατοῦτο	\vs{15}Διατοῦτο τάδε λέγει Κύριος, ἀνθʼ ὧν ἐποίησαν οἱ ἀλλόφυλοι ἐν ἐκδικήσει, καὶ ἐξανέστησαν ἐκδίκησιν ἐπιχαίροντες ἐκ ψυχῆς, τοῦ ἐξαλεῖψαι ἕως ἑνὸς,
27028	ΙΕΖΕΚΙΗΛ 25:16	διατοῦτο	\vs{16}διατοῦτο τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐκτείνω τὴν χεῖρά μου ἐπὶ τοὺς ἀλλοφύλους, καὶ ἐξολοθρεύσω Κρῆτας, καὶ ἀπολῶ τοὺς καταλοίπους τοὺς κατοικοῦντας τὴν παραλίαν·
27035	ΙΕΖΕΚΙΗΛ 26:3	Διατοῦτο	\vs{3}Διατοῦτο τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐπὶ σὲ Σὸρ, καὶ ἀνάξω ἐπὶ σὲ ἔθνη πολλὰ, ὡς ἀναβαίνει ἡ θάλασσα τοῖς κύμασιν αὐτῆς.
27050	ΙΕΖΕΚΙΗΛ 26:15	νῆσαι	\vs{15}Διότι τάδε λέγει Κύριος Κύριος τῇ Σὸρ, οὐκ ἀπὸ φωνῆς τῆς πτώσεώς σου, ἐν τῷ στενάξαι τραυματίας, ἐν τῷ σπᾶσαι μάχαιραν ἐν μέσῳ σου, σεισθήσονται αἱ νῆσαι;
27055	ΙΕΖΕΚΙΗΛ 26:19	κατοικισθησομένας	\vs{19}Ὅτι τάδε λέγει Κύριος Κύριος, ὅταν δῶ πόλιν ἠρημωμένην ὡς τὰς πόλεις τὰς μὴ κατοικισθησομένας, ἐν τῷ ἀναγαγεῖν με ἐπὶ σὲ τὴν ἄβυσσον, καὶ κατακαλύψει σε ὕδωρ πολὺ,
27066	ΙΕΖΕΚΙΗΛ 27:5	ἐλήφθησαν	\vs{5}Κέδρος ἐν Σενεὶρ ᾠκοδομήθη σοι, ταινίαι σανίδων κυπαρίσσου ἐκ τοῦ Λιβάνου ἐλήφθησαν, τοῦ ποιῆσαί σοι ἱστοὺς ἐλατίνους,
27067	ΙΕΖΕΚΙΗΛ 27:6	Χετιείμ	\vs{6}ἐκ τῆς Βασανίτιδος ἐποίησαν τὰς κώπας σου, τὰ ἱερά σου ἐποίησαν ἐξ ἐλέφαντος, οἴκους ἀλσώδεις ἀπὸ νήσων τῶν Χετιείμ.
27079	ΙΕΖΕΚΙΗΛ 27:14	Θογαρμὰ	\vs{14}Ἐξ οἴκου Θογαρμὰ ἵπποι καὶ ἱππεῖς ἔδωκαν ἀγοράν σου.
27081	ΙΕΖΕΚΙΗΛ 27:16	Ῥαμὸθ	\vs{16}ἀνθρώπους ἐμπορίαν σου ἀπὸ πλήθους τοῦ συμμίκτου σου, στακτὴν καὶ ποικίλματα ἐκ Θαρσὶς, καὶ Ῥαμὸθ, καὶ Χορχὸρ ἔδωκαν τὴν ἀγοράν σου.
27088	ΙΕΖΕΚΙΗΛ 27:22	Σαββὰ	\vs{22}Ἔμποροι Σαββὰ, καὶ Ῥαμμὰ, οὗτοι ἔμποροί σου, μετὰ πρώτων ἡδυσμάτων, καὶ λίθων χρηστῶν, καὶ χρυσὸν ἔδωκαν τὴν ἀγοράν σου.
27101	ΙΕΖΕΚΙΗΛ 27:33	ἐπλούτησας	\vs{33}Πόσον τινὰ εὗρες μισθὸν ἀπὸ τῆς θαλάσσης; Ἐνέπλησας ἔθνη ἀπὸ τοῦ πλήθους σου, καὶ ἀπὸ τοῦ συμμίκτου σου ἐπλούτησας πάντας βασιλεῖς τῆς γῆς.
27109	ΙΕΖΕΚΙΗΛ 28:2	λέλει	\vs{2}Καὶ σὺ υἱὲ ἀνθρώπου εἰπὸν τῷ ἄρχοντι Τύρου, τάδε λέλει Κύριος, ἀνθʼ οὗ ὑψώθη σου ἡ καρδία, καὶ εἶπας, Θεός εἰμι ἐγὼ, κατοικίαν Θεοῦ, καὶ ἔδωκας τὴν καρδίαν σου ὡς καρδίαν Θεοῦ.
27114	ΙΕΖΕΚΙΗΛ 28:6	Διατοῦτο	\vs{6}Διατοῦτο τάδε λέγει Κύριος, ἐπειδὴ δέδωκας τὴν καρδίαν σου ὡς καρδίαν Θεοῦ,
27136	ΙΕΖΕΚΙΗΛ 28:23	τετραυματισμέμοι	\vs{23}Αἷμα καὶ θάνατος ἐν ταῖς πλατείαις σου, καὶ πεσοῦνται τετραυματισμέμοι μαχαίραις ἐν σοὶ περικύκλῳ σου, καὶ γνώσονται διότι ἐγώ εἰμι Κύριος.
27151	ΙΕΖΕΚΙΗΛ 29:7	ἐπεκρότησεν	\vs{7}ὅτε ἐπελάβετό σου τῇ χειρὶ αὐτῶν, ἐθλάσθης· καὶ ὅτε ἐπεκρότησεν ἐπʼ αὐτοὺς πᾶσα χεὶρ, καὶ ὅτε ἐπανεπαύσαντο ἐπὶ σέ, συνετρίβης, καὶ συνέκλασας αὐτῶν πᾶσαν ὀσφύν.
27153	ΙΕΖΕΚΙΗΛ 29:8	Διατοῦτο	\vs{8}Διατοῦτο τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐπάγω ἐπὶ σὲ ῥομφαίαν, καὶ ἀπολῶ ἀπὸ σοῦ ἀνθρώπους καὶ κτήνη,
27156	ΙΕΖΕΚΙΗΛ 29:10	Διατοῦτο	\vs{10}Διατοῦτο ἰδοὺ ἐγὼ ἐπὶ σὲ, καὶ ἐπὶ πάντας τοὺς ποταμούς σου, καὶ δώσω γῆν Αἰγύπτου εἰς ἔρημον καὶ ῥομφαίαν καὶ ἀπώλειαν ἀπὸ Μαγδωλοῦ καὶ Συήνης καὶ ἕως ὁρίων Αἰθιόπων.
27183	ΙΕΖΕΚΙΗΛ 30:7	ἐρημωμένων	\vs{7}Καὶ ἐρημωθήσεται ἐν μέσῳ χωρῶν ἐρημωμένων, καὶ αἱ πόλεις αὐτῶν ἐν μέσῳ πόλεων ἠρημωμένων ἔσονται,
27195	ΙΕΖΕΚΙΗΛ 30:17	Ἡλιουπόλεως	\vs{17}Νεανίσκοι Ἡλιουπόλεως καὶ Βουβάστου ἐν μαχαίρᾳ πεσοῦνται, καὶ αἱ γυναῖκες ἐν αἰχμαλωσίᾳ πορεύσονται,
27201	ΙΕΖΕΚΙΗΛ 30:22	Διατοῦτο	\vs{22}Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ ἐπὶ Φαραὼ βασιλέα Αἰγύπτου, καὶ συντρίψω τοὺς βραχίονας αὐτοῦ τοὺς ἰσχυροὺς, καὶ τοὺς τεταμένους, καὶ καταβαλῶ τὴν μάχαιραν αὐτοῦ ἐκ τῆς χειρὸς αὐτοῦ,
27221	ΙΕΖΕΚΙΗΛ 31:10	Διατοῦτο	\vs{10}Διατοῦτο τάδε λέγει Κύριος, ἀνθʼ ὧν ἐγένου μέγας τῷ μεγέθει, καὶ ἔδωκας τὴν ἀρχήν σου εἰς μέσον νεφελῶν, καὶ εἶδον ἐν τῷ ὑψωθῆναι αὐτόν·
27223	ΙΕΖΕΚΙΗΛ 31:12	ἐξωλόθρευσαν	\vs{12}Καὶ ἐξωλόθρευσαν αὐτὸν ἀλλότριοι λοιμοὶ ἀπὸ ἐθνῶν, καὶ κατέβαλον αὐτὸν ἐπὶ τῶν ὀρέων· ἐν πάσαις ταῖς φάραγξιν ἔπεσαν οἱ κλάδοι αὐτοῦ, καὶ συνετρίβη τὰ στελέχη αὐτοῦ ἐν παντὶ πεδίῳ τῆς γῆς, καὶ κατέβησαν ἀπὸ τῆς σκέπης αὐτῶν πάντες οἱ λαοὶ τῶν ἐθνῶν, καὶ ἠδάφισαν αὐτόν.
27296	ΙΕΖΕΚΙΗΛ 33:11	ἱνατί	\vs{11}Εἰπὸν αὐτοῖς, ζῶ ἐγὼ, τάδε λέγει Κύριος, οὐ βούλομαι τὸν θάνατον τοῦ ἀσεβοῦς, ὡς ἀποστρέψαι τὸν ἀσεβῆ ἀπὸ τῆς ὁδοῦ αὐτοῦ, καὶ ζῇν αὐτόν· ἀποστροφῇ ἀποστρέψατε ἀπὸ τῆς ὁδοῦ ὑμῶν· καὶ ἱνατί ἀποθνήσκετε οἶκος Ἰσραήλ;
27317	ΙΕΖΕΚΙΗΛ 33:25	Διατοῦτο	\vs{25}Διατοῦτο εἰπὸν αὐτοῖς, τάδε λέγει Κύριος Κύριος,
27337	ΙΕΖΕΚΙΗΛ 34:7	Διατοῦτο	\vs{7}Διατοῦτο ποιμένες ἀκούσατε λόγον Κυρίου.
27343	ΙΕΖΕΚΙΗΛ 34:12	ὅτ	\vs{12}Ὥσπερ ζητεῖ ὁ ποιμὴν τὸ ποίμνιον αὐτοῦ ἐν ἡμέρᾳ ὅτʼ ἄν ᾖ γνόφος καὶ νεφέλη ἐν μέσῳ προβάτων διακεχωρισμένων, οὕτως ἐκζητήσω τὰ πρόβατά μου, καὶ ἀπελάσω αὐτὰ ἀπὸ παντὸς τόπου οὗ διεσπάρησαν ἐκεῖ ἐν ἡμέρᾳ νεφέλης καὶ γνόφου.
27349	ΙΕΖΕΚΙΗΛ 34:17	ἀναμέσον	\vs{17}Καὶ ὑμεῖς πρόβατα, τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου καὶ προβάτου, κριῶν καὶ τράγων.
27353	ΙΕΖΕΚΙΗΛ 34:20	Διατοῦτο	\vs{20}Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου ἰσχυροῦ καὶ ἀναμέσον προβάτου ἀσθενοῦς·
27353	ΙΕΖΕΚΙΗΛ 34:20	ἀναμέσον	\vs{20}Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου ἰσχυροῦ καὶ ἀναμέσον προβάτου ἀσθενοῦς·
27353	ΙΕΖΕΚΙΗΛ 34:20	ἀναμέσον	\vs{20}Διατοῦτο τάδε λέγει Κύριος Κύριος, ἰδοὺ ἐγὼ διακρινῶ ἀναμέσον προβάτου ἰσχυροῦ καὶ ἀναμέσον προβάτου ἀσθενοῦς·
27355	ΙΕΖΕΚΙΗΛ 34:22	ἀναμέσον	\vs{22}Καὶ σώσω τὰ πρόβατά μου, καὶ οὐ μὴ ὦσιν ἔτι εἰς προνομὴν, καὶ κρινῶ ἀναμέσον κριοῦ πρὸς κριόν.
27377	ΙΕΖΕΚΙΗΛ 35:6	Διατοῦτο	\vs{6}Διατοῦτο ζῶ ἐγὼ, λέγει Κύριος Κύριος, εἰ μὴν εἰς αἷμα ἥμαρτες, καὶ αἷμα διώξεταί σε.
27383	ΙΕΖΕΚΙΗΛ 35:11	Διατοῦτο	\vs{11}Διατοῦτο ζῶ ἐγὼ, λέγει Κύριος, καὶ ποιήσω σοι κατὰ τὴν ἔχθραν σου, καὶ γνωσθήσομαί σοι ἡνίκα ἂν κρινῶ σε,
27385	ΙΕΖΕΚΙΗΛ 35:13	ἐμεγαλοῤῥημόνησας	\vs{13}καὶ ἐμεγαλοῤῥημόνησας ἐπʼ ἐμὲ τῷ στόματί σου, ἐγὼ ἤκουσα.
27394	ΙΕΖΕΚΙΗΛ 36:3	Διατοῦτο	\vs{3}Διατοῦτο προφήτευσον, καὶ εἰπὸν, τάδε λέγει Κύριος Κύριος, ἀντὶ τοῦ ἀτιμασθῆναι ὑμᾶς, καὶ μισηθῆναι ὑμᾶς ὑπὸ τῶν κύκλῳ ὑμῶν, τοῦ εἶναι ὑμᾶς εἰς κατάσχεσιν τοῖς καταλοίποις ἔθνεσι, καὶ ἀνέβητε λάλημα γλώσσῃ, καὶ εἰς ὀνείδισμα ἔθνεσι,
27395	ΙΕΖΕΚΙΗΛ 36:4	διατοῦτο	\vs{4}διατοῦτο ὄρη Ἰσραὴλ ἀκούσατε λόγον Κυρίου· τάδε λέγει Κύριος τοῖς ὄρεσι, καὶ τοῖς βουνοῖς, καὶ τοῖς χειμάῤῥοις, καὶ ταῖς φάραγξι, καὶ τοῖς ἐξηρημωμένοις καὶ ἠφανισμένοις, καὶ ταῖς πόλεσι ταῖς ἐγκαταλελειμμέναις, καὶ ἐγένοντο εἰς προνομὴν, καὶ εἰς καταπάτημα τοῖς καταλειφθεῖσιν ἔθνεσι περικύκλῳ.
27396	ΙΕΖΕΚΙΗΛ 36:5	Διατοῦτο	\vs{5}Διατοῦτο τάδε λέγει Κύριος Κύριος, εἰ μὴν ἐν πυρὶ θυμοῦ μου ἐλάλησα ἐπὶ τὰ λοιπὰ ἔθνη, καὶ ἐπὶ τὴν Ἰδουμαίαν πᾶσαν, ὅτι ἔδωκαν τὴν γῆν μου ἑαυτοῖς εἰς κατάσχεσιν μετʼ εὐφροσύνης, ἀτιμάσαντες ψυχὰς, τοῦ ἀφανίσαι ἐν προνομῇ·
27397	ΙΕΖΕΚΙΗΛ 36:6	Διατοῦτο	\vs{6}Διατοῦτο προφήτευσον ἐπὶ τὴν γῆν τοῦ Ἰσραὴλ, καὶ εἰπὸν τοῖς ὄρεσι, καὶ τοῖς βουνοῖς, καὶ ταῖς φάραγξι, καὶ ταῖς νάπαις, τάδε λέγει Κύριος, ἰδοὺ ἐγὼ ἐν τῷ ζήλῳ μου, καὶ ἐν τῷ θυμῷ μου ἐλάλησα, ἀντὶ τοῦ ὀνειδισμοὺς ἐθνῶν ἐνέγκαι ὑμᾶς.
27398	ΙΕΖΕΚΙΗΛ 36:7	Διατοῦτο	\vs{7}Διατοῦτο ἐγὼ ἀρῶ τὴν χεῖρά μου ἐπὶ τὰ ἔθνη τὰ περικύκλῳ ὑμῶν, οὗτοι τὴν ἀτιμίαν αὐτῶν λήψονται.
27407	ΙΕΖΕΚΙΗΛ 36:14	Διατοῦτο	\vs{14}Διατοῦτο ἀνθρώπους οὐκέτι φάγεσαι, καὶ τὸ ἔθνος σου οὐκ ἀτεκνώσεις ἔτι, λέγει Κύριος Κύριος.
27415	ΙΕΖΕΚΙΗΛ 36:21	ἐπεισάμην	\vs{21}Καὶ ἐπεισάμην αὐτῶν διὰ τὸ ὄνομά μου τὸ ἅγιον, ὃ ἐβεβήλωσαν οἶκος Ἰσραὴλ ἐν τοῖς ἔθνεσιν, οὗ εἰσήλθοσαν ἐκεῖ.
27417	ΙΕΖΕΚΙΗΛ 36:22	Διατοῦτο	\vs{22}Διατοῦτο εἰπὸν τῷ οἴκῳ Ἰσραὴλ, τάδε λέγει Κύριος, οὐχ ὑμῖν ἐγὼ ποιῶ οἶκος Ἰσραὴλ, ἀλλʼ ἢ διὰ τὸ ὄνομά μου τὸ ἅγιον, ὃ ἐβεβηλώσατε ἐν τοῖς ἔθνεσιν, οὗ εἰσήλθετε ἐκεῖ.
27448	ΙΕΖΕΚΙΗΛ 37:7	προεφήτευσα	\vs{7}Καὶ προεφήτευσα, καθὼς ἐνετείλατό μοι· καὶ ἐγένετο ἐν τῷ ἐμὲ προφητεῦσαι, καὶ ἰδοὺ σεισμὸς, καὶ προσήγαγε τὰ ὀστᾶ ἑκάτερον πρὸς τὴν ἁρμονίαν αὐτοῦ.
27451	ΙΕΖΕΚΙΗΛ 37:10	προεφήτευσα	\vs{10}Καὶ προεφήτευσα καθότι ἐνετείλατό μοι, καὶ εἰσῆλθεν εἰς αὐτοὺς τὸ πνεῦμα, καὶ ἔζησαν, καὶ ἔστησαν ἐπὶ τῶν ποδῶν αὐτῶν, συναγωγὴ πολλὴ σφόδρα.
27454	ΙΕΖΕΚΙΗΛ 37:12	Διατοῦτο	\vs{12}Διατοῦτο προφήτευσον, καὶ εἰπὸν,
27462	ΙΕΖΕΚΙΗΛ 37:17	προσαλλήλας	\vs{17}Καὶ συνάψεις αὐτὰς προσαλλήλας σεαυτῷ, εἰς ῥάβδον μίαν τοῦ δῆσαι ἑαυτὰς, καὶ ἔσονται ἐν τῇ χειρί σου.
27473	ΙΕΖΕΚΙΗΛ 37:24	ποιήσουνσιν	\vs{24}Καὶ ὁ δοῦλός μου Δαυὶδ ἄρχων ἐν μέσῳ αὐτῶν, ἔσται ποιμὴν εἷς πάντων, ὅτι ἐν τοῖς προστάγμασί μου πορεύσονται, καὶ τὰ κρίματά μου φυλάξονται, καὶ ποιήσουνσιν αὐτά.
27496	ΙΕΖΕΚΙΗΛ 38:13	Σαββὰ	\vs{13}Σαββὰ, καὶ Δαιδὰν, καὶ ἔμποροι Καρχηδόνιοι, καὶ πᾶσαι αἱ κῶμαι αὐτῶν ἐροῦσί σοι, εἰς προνομὴν τοῦ προνομεῦσαι σὺ ἔρχῃ, καὶ σκυλεῦσαι σκῦλα, συνήγαγες συναγωγήν σου λαβεῖν ἀργύριον καὶ χρυσίον, ἀπενέγκασθαι κτῆσιν, τοῦ σκυλεῦσαι σκῦλα.
27498	ΙΕΖΕΚΙΗΛ 38:14	Διατοῦτο	\vs{14}Διατοῦτο προφήτευσον υἱὲ ἀνθρώπου, καὶ εἰπὸν τῷ Γὼγ, τάδε λέγει Κύριος, οὐκ ἐν τῇ ἡμέρᾳ ἐκείνῃ, ἐν τῷ κατοικισθῆναι τὸν λαόν μου Ἰσραὴλ ἐπʼ εἰρήνης, ἐγερθήσῃ,
27528	ΙΕΖΕΚΙΗΛ 39:14	διαπαντὸς	\vs{14}Καὶ ἄνδρας διαπαντὸς διαστελοῦσιν ἐπιπορευομένους τὴν γῆν, θάψαι τοὺς καταλελειμμένους ἐπὶ προσώπου τῆς γῆς, καθαρίσαι αὐτὴν μετὰ τὴν ἐπτάμηνον, καὶ ἐκζητήσουσι.
27545	ΙΕΖΕΚΙΗΛ 39:25	Διατοῦτο	\vs{25}Διατοῦτο τάδε λέγει Κύριος Κύριος, νῦν ἀποστρέψω αἰχμαλωσίαν ἐν Ἰακὼβ, καὶ ἐλεήσω τὸν οἶκον Ἰσραὴλ, καὶ ζηλώσω διὰ τὸ ὄνομα τὸ ἅγιόν μου.
27563	ΙΕΖΕΚΙΗΛ 40:7	ἀναμέσον	\vs{7}Καὶ τὸ θεὲ ἶσον τῷ καλάμῳ τὸ μῆκος, καὶ ἶσον τῷ καλάμῳ τὸ πλάτος, καὶ τὸ αἰλὰμ ἀναμέσον τοῦ θεηλὰθ πηχῶν ἕξ· καὶ τὸ θεὲ τὸ δεύτερον, ἶσον τῷ καλάμῳ πλάτος, καὶ ἶσον τῷ καλάμῳ μῆκος, καὶ τὸ αἰλὰμ πηχέων πέντε·
27563	ΙΕΖΕΚΙΗΛ 40:7	θεηλὰθ	\vs{7}Καὶ τὸ θεὲ ἶσον τῷ καλάμῳ τὸ μῆκος, καὶ ἶσον τῷ καλάμῳ τὸ πλάτος, καὶ τὸ αἰλὰμ ἀναμέσον τοῦ θεηλὰθ πηχῶν ἕξ· καὶ τὸ θεὲ τὸ δεύτερον, ἶσον τῷ καλάμῳ πλάτος, καὶ ἶσον τῷ καλάμῳ μῆκος, καὶ τὸ αἰλὰμ πηχέων πέντε·
27567	ΙΕΖΕΚΙΗΛ 40:11	δεκατριῶν	\vs{11}Καὶ διεμέτρησε τὸ πλάτος τῆς θύρας τοῦ πυλῶνος πηχῶν δέκα, καὶ τὸ εὖρος τοῦ πυλῶνος πηχῶν δεκατριῶν.
27580	ΙΕΖΕΚΙΗΛ 40:21	εἰκοσιπέντε	\vs{21}καὶ τὸ θεὲ τρεῖς ἔνθεν καὶ τρεῖς ἔνθεν, καὶ τὸ αἰλεῦ, καὶ τὰ αἰλαμμὼν, καὶ τοὺς φοίνικας αὐτῆς· καὶ ἐγένετο κατὰ τὰ μέτρα τῆς πύλης τῆς βλεπούσης κατὰ ἀνατολὰς, πηχῶν πεντήκοντα τὸ μῆκος αὐτῆς, καὶ πηχῶν εἰκοσιπέντε τὸ εὖρος αὐτῆς·
27581	ΙΕΖΕΚΙΗΛ 40:22	κλημακτῆρσιν	\vs{22}Καὶ αἱ θυρίδες αὐτῆς, καὶ τὰ αἰλαμμὼν, καὶ οἱ φοίνικες αὐτῆς καθὼς ἡ πύλη ἡ βλέπουσα κατὰ ἀνατολάς· καὶ ἐν ἑπτὰ κλημακτῆρσιν ἀνέβαινον ἐπʼ αὐτὸν, καὶ τὰ αἰλαμμὼν ἔσωθεν·
27585	ΙΕΖΕΚΙΗΛ 40:25	εἰκοσιπέντε	\vs{25}Καὶ αἱ θυρίδες αὐτῆς, καὶ τὰ αἰλαμμὼν κυκλόθεν, καθὼς αἱ θυρίδες τοῦ αἰλὰμ, πηχῶν πεντήκοντα τὸ μῆκος αὐτῆς, καὶ πηχῶν εἰκοσιπέντε τὸ εὖρος αὐτῆς,
27586	ΙΕΖΕΚΙΗΛ 40:26	κλημακτῆρες	\vs{26}καὶ ἑπτὰ κλημακτῆρες αὐτῇ, καὶ αἰλαμμὼν ἔσωθεν, καὶ φοίνικες αὐτῇ, εἷς ἔνθεν καὶ εἷς ἔνθεν ἐπὶ τὰ αἰλεῦ.
27591	ΙΕΖΕΚΙΗΛ 40:31	εἰκοσιπέντε	\vs{31}καὶ τὸ εὖρος πήχεις εἰκοσιπέντε τοῦ αἰλὰμ εἰς τὴν αὐλὴν τὴν ἐξωτέραν, καὶ φοίνικες τῷ αἰλεῦ, καὶ ὀκτὼ κλημακτῆρες.
27591	ΙΕΖΕΚΙΗΛ 40:31	κλημακτῆρες	\vs{31}καὶ τὸ εὖρος πήχεις εἰκοσιπέντε τοῦ αἰλὰμ εἰς τὴν αὐλὴν τὴν ἐξωτέραν, καὶ φοίνικες τῷ αἰλεῦ, καὶ ὀκτὼ κλημακτῆρες.
27594	ΙΕΖΕΚΙΗΛ 40:33	εἰκοσιπέντε	\vs{33}καὶ τὰ θεὲ, καὶ τὰ αἰλεῦ, καὶ τὰ αἰλαμμὼν κατὰ τὰ μέτρα ταῦτα, καὶ θυρίδες αὐτῇ καὶ αἰλαμμὼν κύκλῳ πήχεις πεντήκοντα μῆκος αὐτῆς, καὶ εὖρος αὐτῆς πήχεις εἰκοσιπέντε.
27595	ΙΕΖΕΚΙΗΛ 40:34	κλημακτῆρες	\vs{34}Καὶ αἰλαμμὼν εἰς τὴν αὐλὴν τὴν ἐσωτέραν, καὶ φοίνικες ἐπὶ τοῦ αἰλεῦ ἔνθεν καὶ ἔνθεν, καὶ ὀκτὼ κλημακτῆρες αὐτῇ.
27598	ΙΕΖΕΚΙΗΛ 40:36	εἰκοσιπέντε	\vs{36}καὶ τὰ θεὲ, καὶ τὰ αἰλεῦ, καὶ τὰ αἰλαμμὼν, καὶ θυρίδες αὐτῇ κύκλῳ, καὶ τὸ αἰλαμμὼν αὐτῆς, πήχεις πεντήκοντα μῆκος αὐτῆς, καὶ εὖρος πήχεις εἰκοσιπέντε·
27599	ΙΕΖΕΚΙΗΛ 40:37	κλημακτῆρες	\vs{37}Καὶ τὰ αἰλαμμὼν εἰς τὴν αὐλὴν τὴν ἐξωτέραν, καὶ φοίνικες τῷ αἰλεῦ ἔνθεν καὶ ἔνθεν, καὶ ὀκτὼ κλημακτῆρες αὐτῇ.
27603	ΙΕΖΕΚΙΗΛ 40:40	ῥύακος	\vs{40}Καὶ κατὰ νώτου τοῦ ῥύακος τῶν ὁλοκαυτωμάτων τῆς βλεπούσης πρὸς Βοῤῥᾶν, δύο τράπεζαι πρὸς ἀνατολὰς κατὰ νώτου τῆς δευτέρας, καὶ τοῦ αἰλὰμ τῆς πύλης δύο τράπεζαι κατὰ ἀνατολάς.
27605	ΙΕΖΕΚΙΗΛ 40:42	πήχεως	\vs{42}Καὶ τέσσαρες τράπεζαι τῶν ὁλοκαυτωμάτων λίθιναι λελαξευμέναι, πήχεως καὶ ἡμίσους τὸ πλάτος, καὶ πήχεων δύο ἡμίσους τὸ μῆκος, καὶ ἐπὶ πῆχυν τὸ ὕψος· ἐπʼ αὐτὰ ἐπιθήσουσι τὰ σκεύη, ἑν οἷς σφάζουσιν ἐκεῖ τὰ ὁλοκαυτώματα καὶ τὰ θύματα.
