Line Number	Verse Reference	Word	Matched Variation	Verse Match?	Area Match?	Full Line
30250	ΕΣΔΡΑΣ Α 5:20	εἰκοσιδύο	εἴκοσι δύο	Yes	No	\vs{20}Οἱ Χαδιασαὶ καὶ Ἁμμίδιοι, τετρακόσιοι εἰκοσιδύο· οι ἐκ Κιραμᾶς καὶ Γαββῆς, ἑξακόσιοι εἴκοσι εἷς.
30252	ΕΣΔΡΑΣ Α 5:21	εἰκοσιδύο	εἴκοσι δύο	Yes	No	\vs{21}Οἱ ἐκ Μακαλὼν, ἑκατὸν εἰκοσιδύο· οἱ ἐκ Βετολίῳ, πεντηκονταδύο· υἱοὶ Νιφὶς, ἑκατὸν πεντηκονταέξ.
30252	ΕΣΔΡΑΣ Α 5:21	Βετολίῳ	βαιτολιω	Yes	No	\vs{21}Οἱ ἐκ Μακαλὼν, ἑκατὸν εἰκοσιδύο· οἱ ἐκ Βετολίῳ, πεντηκονταδύο· υἱοὶ Νιφὶς, ἑκατὸν πεντηκονταέξ.
30252	ΕΣΔΡΑΣ Α 5:21	πεντηκονταδύο	πεντήκοντα δύο	Yes	No	\vs{21}Οἱ ἐκ Μακαλὼν, ἑκατὸν εἰκοσιδύο· οἱ ἐκ Βετολίῳ, πεντηκονταδύο· υἱοὶ Νιφὶς, ἑκατὸν πεντηκονταέξ.
30252	ΕΣΔΡΑΣ Α 5:21	πεντηκονταέξ	πεντήκοντα ἕξ	Yes	No	\vs{21}Οἱ ἐκ Μακαλὼν, ἑκατὸν εἰκοσιδύο· οἱ ἐκ Βετολίῳ, πεντηκονταδύο· υἱοὶ Νιφὶς, ἑκατὸν πεντηκονταέξ.
30254	ΕΣΔΡΑΣ Α 5:22	εἰκοσιπέντε	εἴκοσι πέντε	Yes	No	\vs{22}Υἱοὶ Καλαμωλάλου, καὶ Ὠνοὺς, ἑπτακόσιοι εἰκοσιπέντε· υἱοὶ Ἱερεχοὺ, διακόσιοι τεσσαρακονταπέντε.
30254	ΕΣΔΡΑΣ Α 5:22	τεσσαρακονταπέντε	τεσσαράκοντα πέντε	Yes	No	\vs{22}Υἱοὶ Καλαμωλάλου, καὶ Ὠνοὺς, ἑπτακόσιοι εἰκοσιπέντε· υἱοὶ Ἱερεχοὺ, διακόσιοι τεσσαρακονταπέντε.
30258	ΕΣΔΡΑΣ Α 5:24	ἑβδομηκονταδύο	ἑβδομήκοντα δύο	Yes	No	\vs{24}Οἱ ἱερεῖς οἱ υἱοὶ Ἰεδδοὺ τοῦ Ἰησοῦ εἰς τοὺς υἱοὺς Σανασὶβ, ὀκτακόσιοι ἑβδομηκονταδύο· υἱοὶ Ἐμμηροὺθ, διακόσιοι πεντηκονταδύο.
30258	ΕΣΔΡΑΣ Α 5:24	πεντηκονταδύο	πεντήκοντα δύο	Yes	No	\vs{24}Οἱ ἱερεῖς οἱ υἱοὶ Ἰεδδοὺ τοῦ Ἰησοῦ εἰς τοὺς υἱοὺς Σανασὶβ, ὀκτακόσιοι ἑβδομηκονταδύο· υἱοὶ Ἐμμηροὺθ, διακόσιοι πεντηκονταδύο.
30260	ΕΣΔΡΑΣ Α 5:25	τεσσαρακονταεπτά	τεσσαράκοντα ἑπτά	Yes	No	\vs{25}Υἱοὶ Φασσούρου, χίλιοι τεσσαρακονταεπτά· υἱοὶ Χαρμι, διακόσιοι δεκαεπτά.
30260	ΕΣΔΡΑΣ Α 5:25	δεκαεπτά	δέκα ἑπτά	Yes	No	\vs{25}Υἱοὶ Φασσούρου, χίλιοι τεσσαρακονταεπτά· υἱοὶ Χαρμι, διακόσιοι δεκαεπτά.
30262	ΕΣΔΡΑΣ Α 5:26	ἑβδομηκοντατέσσαρες	ἑβδομήκοντα τέσσαρες	Yes	No	\vs{26}Οἱ Λευῖται οἱ υἱοὶ Ἰησοῦ, καὶ Καδοήλου, καὶ Βάννου, καὶ Σουδίου, ἑβδομηκοντατέσσαρες·
30264	ΕΣΔΡΑΣ Α 5:27	εἰκοσιοκτώ	εἴκοσι ὀκτώ	Yes	No	\vs{27}Οἱ ἱεροψάλται υἱοὶ Ἀσὰρ, ἑκατὸν εἰκοσιοκτώ.
30266	ΕΣΔΡΑΣ Α 5:28	τριακονταεννέα	τριάκοντα ἐννέα	Yes	No	\vs{28}Οἱ θυρωροὶ υἱοὶ Σαλοὺμ, υἱοὶ Ἀτὰρ, υἱοὶ Τολμὰν, υἱοὶ Δακοὺβ, Ἀτητὰ, υἱοὶ Τωβὶς, πάντες ἑκατὸν τριακονταεννέα.
30276	ΕΣΔΡΑΣ Α 5:33	Ἰειηλὶ	ἰειηλεί	Yes	No	\vs{33}Υἱοὶ παίδων Σαλωμὼν, υἱοὶ Ἀσσαπφιὼθ, υἱοὶ Φαριρὰ, υἱοὶ Ἰειηλὶ, υἱοὶ Λοζὼν, υἱοὶ Ἰσδαὴλ, υἱοὶ Σαφυῒ,
30276	ΕΣΔΡΑΣ Α 5:33	Σαφυῒ	σαφυεί	Yes	No	\vs{33}Υἱοὶ παίδων Σαλωμὼν, υἱοὶ Ἀσσαπφιὼθ, υἱοὶ Φαριρὰ, υἱοὶ Ἰειηλὶ, υἱοὶ Λοζὼν, υἱοὶ Ἰσδαὴλ, υἱοὶ Σαφυῒ,
30278	ΕΣΔΡΑΣ Α 5:34	Σαβιὴ	σαβειή	Yes	No	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30278	ΕΣΔΡΑΣ Α 5:34	Σαρωθὶ	σαρωθεί	Yes	No	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30278	ΕΣΔΡΑΣ Α 5:34	Μισαίας	μεισαιάς	Yes	No	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30280	ΕΣΔΡΑΣ Α 5:35	ἑβδομηκονταδύο	ἑβδομήκοντα δύο	Yes	No	\vs{35}Πάντες οἱ ἱερόδουλοι, καὶ οἱ υἱοὶ τῶν παίδων Σαλωμὼν τριακόσιοι ἑβδομηκονταδύο.
30282	ΕΣΔΡΑΣ Α 5:36	Ἀλάρ	ἀλλάρ	Yes	No	\vs{36}Οὗτοι ἀναβάντες ἀπὸ Θερμελὲθ, καὶ Θελερσὰς, ἡγούμενος αὐτῶν Χαρααθαλὰν, καὶ Ἀλάρ.
30283	ΕΣΔΡΑΣ Α 5:37	πεντη	πέντε	No	Yes	\vs{37}Καὶ οὐκ ἠδύναντο ἀπαγγεῖλαι τὰς πατριὰς αὐτῶν καὶ γενεὰς, ὡς ἐκ τοῦ Ἰσραήλ εἰσιν· υἱοὶ Δαλὰν τοῦ υἱοῦ τοῦ Βαενὰν, υἱοὶ Νεκωδὰν, ἑξακόσιοι πεντη· κονταδύο.
30291	ΕΣΔΡΑΣ Α 5:42	τεσσαρακονταπέντε	τεσσαράκοντα πέντε	Yes	No	\vs{42}Παῖδες τούτων καὶ παιδίσκαι, ἑπτακισχίλιοι τριακόσιοι τριακονταεπτά. ψάλται καὶ ψαλτῳδοὶ, διακόσιοι τεσσαρακονταπέντε·
30292	ΕΣΔΡΑΣ Α 5:43	τριακονταπέντε	τριάκοντα πέντε	No	Yes	\vs{43}Κάμηλοι τετρακόσιοι τριακονταπέντε, καὶ ἵπποι ἑπτακισχίλιοι τριακονταὲξ, ἡμίονοι διακόσιοι τεσσαράκοντα πέντε, ὑποζύλια πεντακισχίλια πεντακόσια εἰκοσιπέντε.
30292	ΕΣΔΡΑΣ Α 5:43	τριακονταὲξ	τριάκοντα ἕξ	No	Yes	\vs{43}Κάμηλοι τετρακόσιοι τριακονταπέντε, καὶ ἵπποι ἑπτακισχίλιοι τριακονταὲξ, ἡμίονοι διακόσιοι τεσσαράκοντα πέντε, ὑποζύλια πεντακισχίλια πεντακόσια εἰκοσιπέντε.
30292	ΕΣΔΡΑΣ Α 5:43	εἰκοσιπέντε	εἴκοσι πέντε	No	Yes	\vs{43}Κάμηλοι τετρακόσιοι τριακονταπέντε, καὶ ἵπποι ἑπτακισχίλιοι τριακονταὲξ, ἡμίονοι διακόσιοι τεσσαράκοντα πέντε, ὑποζύλια πεντακισχίλια πεντακόσια εἰκοσιπέντε.
30294	ΕΣΔΡΑΣ Α 5:44	ηὔξαντο	εὔξαντο	No	Yes	\vs{44}Καὶ ἐκ τῶν ἡγουμένων κατὰ τὰς πατριὰς ἐν τῷ παραγίνεσθαι αὐτούς εἰς τὸ ἱερὸν τοῦ Θεοῦ τὸ ἐν Ἱερουσαλὴμ, ηὔξαντο ἐγεῖραι τὸν οἶκον ἐπὶ τοὺ τοῦ τόπου αὐτοῦ κατὰ τὴν αὐτῶν δύναμιν,
30303	ΕΣΔΡΑΣ Α 5:51	ἐγάγοσαν	ἠγάγοσαν	No	Yes	\vs{51}Καὶ ἐγάγοσαν τὴν τῆς σκηνοπηγίας ἑορτὴν, ὡς ἐπιτέτακται ἐν τῷ νόμῳ, καὶ θυσίας καθʼ ἡμέραν, ὡς προσῆκον ἦν·
30306	ΕΣΔΡΑΣ Α 5:53	ηὔξαντο	εὔξαντο	No	Yes	\vs{53}Καὶ ὅσοι ηὔξαντο εὐχὴν τῷ Θεῷ ἀπὸ τῆς νουμηνίας τοῦ ἑβδόμου μηνὸς, ἤρξαντο προσφέρειν θυσίας τῷ Θεῷ, καὶ ὁ ναὸς τοῦ Θεοῦ οὔπω ᾠκοδόμητο.
30327	ΕΣΔΡΑΣ Α 5:68	συνοικοδομήσωμεν	συνοικοδομήσομεν	No	Yes	\vs{68}Καὶ προσελθόντες τῷ Ζοροβάβελ, καὶ Ἰησοῦ, καὶ τοῖς ἡγουμένοις τῶν πατριῶν, λέγουσιν αὐτοῖς, συνοικοδομήσωμεν ὑμῖν.
30375	ΕΣΔΡΑΣ Α 6:32	ληφθῆναι	λημφθῆναι	No	Yes	\vs{32}καὶ προστάξαι ἵνα ὅσοι ἐὰν παραβῶσί τὶ τῶν γεγραμμένων καὶ ἀκυρώσωσι, ληφθῆναι ξύλον ἐκ τῶν ἰδίων αὐτοῦ, καὶ ἐπʼ αὐτοῦ κρεμασθῆναι, καὶ τὰ ὑπάρχοντα αὐτοῦ εἶναι βασιλικά.
30402	ΕΣΔΡΑΣ Α 8:2	Ἀβισαῒ	ἀβεισαὶ	Yes	No	\vs{2}τοῦ Σαδδούκου, τοῦ Ἀχιτὼβ, τοῦ Ἀμαρίου, τοῦ Ὀζίου, τοῦ Βοκκὰ, τοῦ Ἀβισαῒ, τοῦ Φινεὲς, τοῦ Ἐλεάζαρ, τοῦ Ἀαρὼν, τοῦ ἱερέως τοῦ πρώτου·
30443	ΕΣΔΡΑΣ Α 8:35	δεκαδύο	δέκα δύο	Yes	No	\vs{35}ἐκ τῶν υἱῶν Ἰωὰβ, Ἀβαδίας Ἰεζήλου, καὶ μετʼ αὐτοῦ ἄνδρες διακόσιοι δεκαδύο·
30444	ΕΣΔΡΑΣ Α 8:36	Σαλιμὼθ	σαλειμὼθ	Yes	No	\vs{36}Ἐκ τῶν υἱῶν Βανίας, Σαλιμὼθ Ἰωσαφίου, καὶ μετʼ αὐτοῦ ἄνδρες ἑξήκοντα καὶ ἑκατόν·
30445	ΕΣΔΡΑΣ Α 8:37	εἰκοσιοκτώ	εἴκοσι ὀκτώ	Yes	No	\vs{37}ἐκ τῶν υἱῶν Βαβὶ, Ζαχαρίας Βηβαῒ, καὶ μετʼ αὐτοῦ ἄνδρες εἰκοσιοκτώ·
30448	ΕΣΔΡΑΣ Α 8:40	Βαγὼ	βαγο	Yes	No	\vs{40}ἐκ τῶν υἱῶν Βαγὼ, Οὐθὶ ὁ τοῦ Ἱσταλκούρου, καὶ μετʼ αὐτοῦ ἄνδρες ἑβδομήκοντα.
30466	ΕΣΔΡΑΣ Α 8:54	δεκαδύο	δέκα δύο	Yes	No	\vs{54}Καὶ ἐχώρισα τῶν φυλάρχων τῶν ἱερέων ἄνδρας δεκαδύο, καὶ Ἐσερεβίαν καὶ Σαμίαν, καὶ μετʼ αὐτῶν ἐκ τῶν ἀδελφῶν αὐτῶν ἄνδρας δώδεκα.
30481	ΕΣΔΡΑΣ Α 8:66	ἐνενηκονταὲξ	ἐνενήκοντα ἕξ	No	Yes	\vs{66}κριοὺς ἐνενηκονταὲξ, ἄρνας ἑβδομηκονταδύο, τράγους ὑπὲρ σωτηρίου δώδεκα, ἅπαντα θυσίαν τῷ Κυρίῳ.
30481	ΕΣΔΡΑΣ Α 8:66	ἑβδομηκονταδύο	ἑβδομήκοντα δύο	No	Yes	\vs{66}κριοὺς ἐνενηκονταὲξ, ἄρνας ἑβδομηκονταδύο, τράγους ὑπὲρ σωτηρίου δώδεκα, ἅπαντα θυσίαν τῷ Κυρίῳ.
30527	ΕΣΔΡΑΣ Α 9:5	ἔννατος	ἔνατος	Yes	No	\vs{5}Καὶ ἐπισυνήχθησαν πάντες οἱ ἐκ τῆς φυλῆς Ἰούδα καὶ Βενιαμεὶν ἐν τρισὶν ἡμέραις εἰς Ἱερουσαλήμ· οὗτος ὁ μὴν ἔννατος, τῇ εἰκάδι τοῦ μηνός.
30539	ΕΣΔΡΑΣ Α 9:14	Θεωκανοῦ	θοκανου	Yes	No	\vs{14}Ἰωνάθας Ἀζαήλου, καὶ Ἐζεκίας Θεωκανοῦ ἐπεδέξαντο κατὰ ταῦτα· καὶ Μοσόλλαμος, καὶ Λευὶς, καὶ Σαββαταῖος συνεβράβευσαν αὐτοῖς.
30553	ΕΣΔΡΑΣ Α 9:25	Σαλοῦμος	σαλλουμος	Yes	No	\vs{25}Ἐκ τῶν θυρωρῶν, Σαλοῦμος, καὶ Τολβάνης.
30557	ΕΣΔΡΑΣ Α 9:28	Ζαμὼθ	ζαμοθ	Yes	No	\vs{28}Καὶ ἐκ τῶν υἱῶν Ζαμὼθ, Ἐλιαδὰς, Ἐλιάσιμος, Ὀθονίας, Ἰαριμὼθ, καὶ Σάβαθος, καὶ Ζεραλίας.
30560	ΕΣΔΡΑΣ Α 9:31	Μοοσίας	μοοσσιας	Yes	No	\vs{31}Καὶ ἐξ υἱῶν Ἀδδὶ, Νάαθος, καὶ Μοοσίας, Λακκοῦνος, καὶ Ναΐδος, Ματθανίας, καὶ Σεσθὴλ, καὶ Βαλνούος, καὶ Μανασσίας.
30563	ΕΣΔΡΑΣ Α 9:34	Ἐνάσιβος	ἐνάσειβος	Yes	No	\vs{34}Καὶ ἐκ τῶν υἱῶν Βαανὶ, Ἱερεμίας, Μομδίος, Ἰσμαῆρος, Ἰουὴλ, Μαβδαῒ, καὶ Πεδίας, καὶ Ἄνως, Ῥαβασίων, καὶ Ἐνάσιβος, καὶ Μαμνιτάναιμος, Ἐλίασις, Βαννοὺς, Ἐλιαλὶ, Σομεῒς, Σελεμίας, Ναθανίας· καὶ ἐκ τῶν υἱῶν Ἐζωρὰ, Σεσὶς, Ἐσρὶλ, Ἀζαῆλος, Σαματὸς, Ζαμβρὶ, Ἰώσηφος.
30563	ΕΣΔΡΑΣ Α 9:34	Σεσὶς	σεσείς	Yes	No	\vs{34}Καὶ ἐκ τῶν υἱῶν Βαανὶ, Ἱερεμίας, Μομδίος, Ἰσμαῆρος, Ἰουὴλ, Μαβδαῒ, καὶ Πεδίας, καὶ Ἄνως, Ῥαβασίων, καὶ Ἐνάσιβος, καὶ Μαμνιτάναιμος, Ἐλίασις, Βαννοὺς, Ἐλιαλὶ, Σομεῒς, Σελεμίας, Ναθανίας· καὶ ἐκ τῶν υἱῶν Ἐζωρὰ, Σεσὶς, Ἐσρὶλ, Ἀζαῆλος, Σαματὸς, Ζαμβρὶ, Ἰώσηφος.
30745	ΤΩΒΙΤ 6:12	ὑποστρέψομεν	ὑποστρέψωμεν	No	Yes	\vs{12}Καὶ τὸ κοράσιον καλὸν καὶ φρόνιμόν ἐστι· καὶ νῦν ἄκουσόν μου, καὶ λαλήσω τῷ πατρὶ αὐτῆς, καὶ ὅταν ὑποστρέψομεν ἐκ Ῥαγῶν, ποιήσομεν τὸν γάμον· διότι ἐπίσταμαι Ῥαγουὴλ ὅτι οὐ μὴ δῷ αὐτὴν ἀνδρὶ ἑτέρῳ κατὰ τὸν νόμον Μωυσῇ, ἢ ὀφειλήσει θάνατον, ὅτι τὴν κληρονομίαν σοι καθήκει λαβεῖν, ἢ πάντα ἄνθρωπον.
30802	ΤΩΒΙΤ 8:19	δεκατεσσάρων	δέκα τεσσάρων	Yes	No	\vs{19}Καὶ ἐποίησεν αὐτοῖς γάμον ἡμερῶν δεκατεσσάρων.
30803	ΤΩΒΙΤ 8:20	δεκατέσσαρες	δέκα τέσσαρες	Yes	No	\vs{20}Καὶ εἶπεν αὐτῷ Ῥαγουὴλ, πρινὴ συντελεσθῆναι τὰς ἡμέρας τοῦ γάμου, ἐνόρκως, μὴ ἐξελθεῖν αὐτὸν ἐὰν μὴ πληρωθῶσιν αἱ δεκατέσσαρες ἡμέραι τοῦ γάμου,
30823	ΤΩΒΙΤ 10:7	δεκατέσσαρες	δέκα τέσσαρες	Yes	No	\vs{7}Καὶ εἶπεν αὐτῷ, σίγα, μὴ πλάνα με, ἀπώλετο τὸ παιδίον μου· καὶ ἐπορεύετο καθʼ ἡμέραν εἰς τὴν ὁδὸν ἔξω, οἵας ἀπῆλθεν· ἡμέρας τε ἄρτον οὐκ ἤσθιε, τὰς δὲ νύκτας οὐ διελίμπανε θρηνοῦσα Τωβίαν τὸν υἱὸν αὐτῆς, ἕως οὗ συνετελέσθησαν αἱ δεκατέσσαρες ἡμέραι τοῦ γάμου, ἃς ὤμοσε Ῥαγουὴλ ποιῆσαι αὐτὸν ἐκεῖ·
30861	ΤΩΒΙΤ 12:3	ἀγήοχέ	ἀγείοχεν	Yes	No	\vs{3}ὅτι με ἀγήοχέ σοι ὑγιῆ, καὶ τὴν γυναῖκά μου ἐθεράπευσε, καὶ τὸ ἀργύριόν μου ἤνεγκε, καὶ σὲ ὁμοίως ἐθεράπευσε.
30913	ΤΩΒΙΤ 14:1	πεντηκονταοκτὼ	πεντήκοντα ὀκτώ	No	Yes	Καὶ ἐπαύσατο ἐξομολογούμενος Τωβίτ. Καὶ ἦν ἐτῶν πεντηκονταοκτὼ,
30927	ΤΩΒΙΤ 14:11	πεντηκονταοκτώ	πεντήκοντα ὀκτώ	Yes	No	\vs{11}Καὶ νῦν, παιδία, ἴδετε τί ἐλεημοσύνη ποιεῖ, καὶ δικαιοσύνη ῥύεται· καὶ ταῦτα αὐτοῦ λέγοντος, ἐξέλιπεν ἡ ψυχὴ αὐτοῦ ἐπὶ τῆς κλίνης· ἦν δὲ ἐτῶν ἑκατὸν πεντηκονταοκτώ· καὶ ἔθαψαν αὐτὸν ἐνδόξως.
30946	ΙΟΥΔΙΘ 1:6	Εἰριὼχ	αριωχ	Yes	No	\vs{6}Καὶ συνήντησαν πρὸς αὐτὸν πάντες οἱ κατοικοῦντες τὴν ὀρεινὴν, καὶ πάντες οἱ κατοικοῦντες τὸν Εὐφράτην, καὶ τὸν Τίγριν, καὶ τὸν Ὑδάσπην, καὶ πεδίῳ Εἰριὼχ ὁ βασιλεὺς Ἐλυμαίων· καὶ συνῆλθον ἔθνη πολλὰ σφόδρα εἰς παράταξιν υἱῶν Χελεούλ.
30950	ΙΟΥΔΙΘ 1:9	Βετὰνη	βαιτανὴ	Yes	No	\vs{9}καὶ πάντας τοὺς ἐν Σαμαρείᾳ καὶ ταῖς πόλεσιν αὐτῆς, καὶ πέραν τοῦ Ἰορδάνου ἕως Ἱερουσαλὴμ, καὶ Βετὰνη, καὶ Χελλοὺς, καὶ Κάδης, καὶ τοῦ ποταμοῦ Αἰγύπτου, καὶ Ταφνὰς, καὶ Ῥαμεσσὴ,
30950	ΙΟΥΔΙΘ 1:9	Χελλοὺς	χελους	Yes	No	\vs{9}καὶ πάντας τοὺς ἐν Σαμαρείᾳ καὶ ταῖς πόλεσιν αὐτῆς, καὶ πέραν τοῦ Ἰορδάνου ἕως Ἱερουσαλὴμ, καὶ Βετὰνη, καὶ Χελλοὺς, καὶ Κάδης, καὶ τοῦ ποταμοῦ Αἰγύπτου, καὶ Ταφνὰς, καὶ Ῥαμεσσὴ,
30968	ΙΟΥΔΙΘ 2:5	δεκαδύο	δέκα δύο	Yes	No	\vs{5}τάδε λέγει ὁ βασιλεὺς ὁ μέγας, ὁ κύριος πάσης τῆς γῆς, ἰδοὺ σὺ ἐξελεύσῃ ἐκ τοῦ προσώπου μου, καὶ λήψῃ μετὰ σεαυτοῦ ἄνδρας πεποιθότας ἐν ἰσχύϊ αὐτῶν, πεζῶν εἰς χιλιάδας ἑκατὸν εἴκοσι, καὶ πλῆθος ἵππων σὺν ἀναβάταις μυριάδων δεκαδύο,
30980	ΙΟΥΔΙΘ 2:15	δεκαδύο	δέκα δύο	Yes	No	\vs{15}καὶ ἠρίθμησεν ἐκλεκτοὺς ἄνδρας εἰς παράταξιν, καθότι ἐκέλευσεν αὐτῷ ὁ κύριος αὐτοῦ, εἰς μυριάδας δεκαδύο, καὶ ἱππεῖς τοξότας μυρίους δισχιλίους,
30988	ΙΟΥΔΙΘ 2:21	Βαικτιλαὶθ	βεκτιλεθ	Yes	No	\vs{21}Καὶ ἀπῆλθον ἐκ Νινευὴ ὁδὸν τριῶν ἡμερῶν ἐπὶ πρόσωπον τοῦ πεδίου Βαικτιλαὶθ, καὶ ἐπεστρατοπέδευσεν ἀπὸ Βαικτιλαὶθ πλησίον τοῦ ὄρους τοῦ ἐπʼ ἀριστερᾷ τῆς ἄνω Κιλικίας.
30988	ΙΟΥΔΙΘ 2:21	Βαικτιλαὶθ	βεκτιλεθ	Yes	No	\vs{21}Καὶ ἀπῆλθον ἐκ Νινευὴ ὁδὸν τριῶν ἡμερῶν ἐπὶ πρόσωπον τοῦ πεδίου Βαικτιλαὶθ, καὶ ἐπεστρατοπέδευσεν ἀπὸ Βαικτιλαὶθ πλησίον τοῦ ὄρους τοῦ ἐπʼ ἀριστερᾷ τῆς ἄνω Κιλικίας.
30990	ΙΟΥΔΙΘ 2:23	Χελλαίων	χελεων	Yes	No	\vs{23}Καὶ διέκοψε τὸ Φοὺδ καὶ Λοὺδ, καὶ ἐπρονόμευσαν πάντας υἱοὺς Ῥασσὶς, καὶ υἱοὺς Ἰσμαὴλ τοὺς κατὰ πρόσωπον τῆς ἐρήμου πρὸς Νότον τῆς Χελλαίων.
31014	ΙΟΥΔΙΘ 3:10	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{10}Καὶ κατεστρατοπέδευσεν ἀναμέσον Γαιβαὶ καὶ Σκυθῶν πόλεως, καὶ ἦν ἐκεῖ μῆνα ἡμερῶν εἰς τὸ συλλέξαι πᾶσαν τὴν ἀπαρτίαν τῆς δυνάμεως αὐτοῦ.
31020	ΙΟΥΔΙΘ 4:4	Βελμὲν	βαιλμάιν	Yes	No	\vs{4}καὶ ἀπέστειλαν εἰς πᾶν ὅριον Σαμαρείας, καὶ Κωνὰς, καὶ Βαιθωρὼν, καὶ Βελμὲν, καὶ Ἱεριχὼ, καὶ εἰς Χωβὰ, καὶ Αἰσωρὰ, καὶ τὸν αὐλῶνα Σαλὴμ,
31023	ΙΟΥΔΙΘ 4:6	Βετομεσθαὶμ	βαιτομαισθάιμ	Yes	No	\vs{6}Καὶ ἔγραψεν Ἰωακὶμ ὁ ἱερεὺς ὁ μέγας, ὃς ἦν ἐν ταῖς ἡμέραις ἐκείναις ἐν Ἱερουσαλὴμ, τοῖς κατοικοῦσι Βετυλούα, καὶ Βετομεσθαὶμ, ἥ ἐστιν ἀπέναντι Ἐσδρηλὼν, κατὰ πρόσωπον τοῦ πεδίου τοῦ πλησίον Δωθαῒμ,
31039	ΙΟΥΔΙΘ 5:1	ἀνηγγέλλη	ἀνηγγέλη	Yes	No	Καὶ ἀνηγγέλλη Ὀλοφέρνῃ ἀρχιστρατήγῳ δυνάμεως Ἀσσοὺρ, διότι οἱ υἱοὶ Ἰσραὴλ παρεσκευάσαντο εἰς πόλεμον, καὶ τὰς διόδους τῆς ὀρεινῆς συνέκλεισαν, καὶ ἐτείχισαν πᾶσαν κορυφὴν ὄρους ὑψηλοῦ, καὶ ἔθηκαν ἐν τοῖς πεδίοις σκάνδαλα.
31057	ΙΟΥΔΙΘ 5:15	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{15}Καὶ ᾤκησαν ἐν γῇ Ἀμοῤῥαίων, καὶ πάντας τοὺς Εσεβωνίτας ἐξωλόθρευσαν ἐν τῇ ἰσχύϊ αὐτῶν· καὶ διαβάντες τὸν Ἰορδάνην ἐκληρονόμησαν πᾶσαν τὴν ὀρεινήν.
31061	ΙΟΥΔΙΘ 5:18	ἐξωλοθρεύθησαν	ἐξωλεθρεύθησαν	Yes	No	\vs{18}Ὅτε δὲ ἀπέστησαν ἀπὸ τῆς ὁδοῦ ἧς διέθετο αὐτοῖς, ἐξωλοθρεύθησαν ἐν πολλοῖς πολέμοις ἐπὶ πολὺ σφόδρα, καὶ ᾐχμαλωτεύθησαν εἰς γῆν οὐκ ἰδίαν, καὶ ὁ ναὸς τοῦ Θεοῦ αὐτῶν ἐγενήθη εἰς ἔδαφος, καὶ αἱ πόλεις αὐτῶν ἐκρατήθησαν ὑπὸ τῶν ὑπεναντίων.
31075	ΙΟΥΔΙΘ 6:3	ἐξολοθρεύσει	ἐξολεθρεύσει	No	Yes	\vs{3}Οὗτος ἀποστελεῖ τὸ κράτος αὐτοῦ, καὶ ἐξολοθρεύσει αὐτοὺς ἀπὸ προσώπου τῆς γῆς, καὶ οὐ ῥύσεται αὐτοὺς ὁ Θεὸς αὐτῶν· ἀλλʼ ἡμεῖς οἱ δοῦλοι αὐτοῦ πατάξομεν αὐτοὺς ὡς ἄνθρωπον ἕνα, καὶ οὐχ ὑποστήσονται τὸ κράτος τῶν ἵππων ἡμῶν.
31096	ΙΟΥΔΙΘ 6:19	ὑπερηφανείας	ὑπερηφανίας	Yes	No	\vs{19}κύριε ὁ Θεὸς τοῦ οὐρανοῦ, κάτιδε ἐπὶ τὰς ὑπερηφανείας αὐτῶν, καὶ ἐλέησον τὴν ταπείνωσιν τοῦ γένους ἡμῶν, καὶ ἐπίβλεψον ἐπὶ τὸ πρόσωπον τῶν ἡγιασμένων σοι ἐν τῇ ἡμέρᾳ ταύτῃ.
